mean_erythema,p90_erythema,red_excess_ratio,p90_red_excess,rg_ratio,rb_ratio,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,ycbcr_cr_mean,ycbcr_cr_std,skin_pixel_fraction,sobel_roughness,p90_roughness,sobel_direction_entropy,laplacian_sharpness,chromatic_dispersion,luminance_convexity,texture_contrast,texture_homogeneity,edge_density,category_index,category_name
10.7687,22.7166,16.3301,27.3836,1.0869,1.2328,21.8565,11.2461,34.5819,11.1114,201.2544,49.9397,140.0276,24.6195,0.9118,90.8311,211.2956,2.3149,1487.8967,21.6064,9.3724,17.2276,36.0917,24.23,1,Minor_Injury
7.9944,19.8799,15.6601,24.7524,1.2493,1.4058,19.5138,9.4362,35.348,20.6377,144.7892,34.8292,153.1187,8.0,0.7623,46.7222,101.392,2.7149,2721.8635,23.8897,9.5153,37.0618,40.9422,30.983,1,Minor_Injury
7.4435,20.6042,15.0692,25.1156,1.173,1.2471,38.0083,13.5566,35.9094,6.6788,151.0158,24.2383,140.9794,16.0089,0.9062,53.8512,122.5553,2.6754,1419.7879,35.3267,12.7567,40.7189,43.2538,39.4458,1,Minor_Injury
16.5475,28.169,10.9548,24.1345,1.2222,1.2353,17.782,13.9738,39.2918,19.1441,174.5904,42.2057,141.4908,20.3843,0.8028,32.4651,114.7522,2.7758,2118.2924,40.3177,17.5063,29.9408,39.386,43.8896,1,Minor_Injury
9.1951,17.7094,10.1568,21.6208,1.3259,1.4253,12.7896,15.9246,32.5158,18.9279,150.268,35.2302,145.8894,22.9546,0.9092,61.9825,172.623,2.4543,3028.5844,28.975,15.8506,31.0452,45.2505,34.9308,1,Minor_Injury
10.3536,19.0852,11.1227,23.416,1.1762,1.4248,16.4455,15.0098,40.4222,14.5562,120.9614,31.0718,144.5882,21.6838,0.9933,40.707,145.8464,2.6295,2285.3513,39.927,6.7104,22.6898,35.1343,20.7475,1,Minor_Injury
4.0,15.3895,11.5589,24.4069,1.04,1.1101,28.441,16.4367,34.8993,18.2328,168.0246,49.2988,145.522,8.0,0.8284,47.8828,101.8515,2.5672,2365.392,46.1071,11.8991,41.8864,38.6825,35.5806,1,Minor_Injury
7.2352,20.2523,7.1517,22.9464,1.1033,1.3426,32.8586,12.3729,38.9823,21.772,125.5331,48.8204,152.8375,13.341,0.8105,50.4671,120.1161,2.4186,1266.5791,36.8172,7.9817,40.3071,41.5322,28.6471,1,Minor_Injury
7.2317,17.9867,13.228,30.7938,1.0496,1.3298,25.5051,10.1194,28.7249,21.4035,151.846,33.1674,140.1778,13.8018,0.8836,61.7465,139.468,2.4951,2494.0403,29.5675,10.2997,15.0,24.8881,22.9448,1,Minor_Injury
15.2353,30.866,10.5015,22.3382,1.3257,1.1225,18.1414,9.7635,35.4824,13.1183,160.6122,40.8858,152.416,16.0294,0.8487,41.4683,118.581,2.5386,2377.4724,22.7944,14.6597,16.8631,40.929,33.7466,1,Minor_Injury
6.8907,14.9789,10.5681,25.6972,1.2338,1.2522,24.2115,4.5,24.3625,17.9639,170.1693,27.7161,145.5358,18.8262,0.7744,48.8615,140.7235,2.7856,1262.6779,30.8405,14.961,54.4859,34.29,22.3372,1,Minor_Injury
13.93,29.4424,14.2252,27.7746,1.2773,1.1963,13.9049,9.2742,30.1622,18.1372,148.8703,36.4046,139.3878,25.5397,0.965,63.9363,116.2123,2.7385,2062.5012,27.3878,17.0689,17.7845,28.2108,46.6319,1,Minor_Injury
26.0,38.1168,13.0773,24.1467,1.1952,1.281,21.4726,15.3247,47.9575,16.6322,153.8924,34.6693,147.1176,13.8891,0.9924,37.7653,98.861,2.6864,2068.4108,38.3704,17.8915,43.2981,30.8574,42.3827,1,Minor_Injury
4.5063,14.5593,10.5325,21.5539,1.04,1.4335,14.9536,17.9828,44.9153,13.8772,145.5956,38.4011,140.3894,17.4326,0.9241,45.1972,95.7223,2.3975,1673.1106,35.155,18.3189,29.8314,45.1345,39.32,1,Minor_Injury
9.3259,20.8774,15.3289,30.7498,1.2518,1.4447,22.7685,7.8769,56.1441,13.6209,145.8576,44.2481,143.349,12.9646,0.8205,47.6492,106.1248,2.6581,1591.6517,36.3279,11.5552,18.1089,47.9563,35.9318,1,Minor_Injury
4.0,18.9225,7.531,20.4998,1.1159,1.2435,25.7081,7.4163,43.1735,5.5,151.8603,27.0393,144.3144,20.4335,0.8729,47.9316,144.4429,2.6838,2254.9173,40.5271,15.0317,46.8084,44.4476,33.5832,1,Minor_Injury
10.3043,21.7581,21.9616,30.4731,1.04,1.3131,25.5097,12.3629,33.7637,7.3019,124.2236,46.6435,143.4539,19.4803,0.893,52.4093,98.389,2.5156,1533.6397,26.757,9.8387,28.4575,38.8682,23.1905,1,Minor_Injury
13.5233,19.7889,6.1177,19.8063,1.072,1.219,26.7839,8.5224,29.0626,14.2005,171.2128,49.4826,150.9536,22.3817,0.7788,57.0969,182.4206,2.977,1957.3686,25.0127,14.1326,30.9154,37.7344,34.2343,1,Minor_Injury
10.805,20.3442,3.5,10.0,1.158,1.1791,16.6057,11.7477,42.086,18.3106,130.3358,29.6745,149.2141,18.0593,0.7508,64.5336,188.765,2.6348,2264.8309,41.3809,12.6067,23.9247,31.1029,30.0519,1,Minor_Injury
4.0,13.7933,13.3433,24.4372,1.1188,1.174,27.7602,13.1269,32.0272,13.1489,149.6175,42.4888,140.2916,22.7359,0.8131,71.8169,155.2644,2.6236,1112.2087,31.5732,16.7576,15.0,35.6545,31.4581,1,Minor_Injury
14.8921,27.3881,13.639,23.5258,1.3348,1.2803,33.0952,15.5094,43.5462,19.8455,140.5007,18.0,144.0052,22.8873,0.847,62.8409,142.9624,2.5237,2674.8209,25.6032,13.0155,25.8756,40.6121,39.5871,1,Minor_Injury
13.6732,26.1776,16.6448,33.6733,1.2181,1.4004,19.5759,7.2269,26.9016,12.3145,171.8737,31.6176,148.2271,15.2712,0.7932,52.7073,120.6551,2.6177,1976.9658,36.7331,11.81,18.4452,44.0293,34.2346,1,Minor_Injury
12.0942,26.978,11.7181,24.2322,1.04,1.3396,35.2457,13.4871,52.2046,12.9832,133.9231,35.2682,133.6945,12.2432,0.9219,70.1529,189.7395,2.4159,2203.2566,32.4406,16.7068,32.0791,36.434,32.6097,1,Minor_Injury
15.3154,23.9733,17.2946,23.7122,1.0679,1.2063,26.4567,14.4355,56.9955,11.8695,172.527,37.9782,137.1586,15.0348,0.8163,26.0,108.4103,2.9511,1892.5235,29.3957,10.3302,26.7294,25.3191,30.8924,1,Minor_Injury
4.0,11.869,13.2141,29.7792,1.04,1.1123,23.487,10.5974,54.9363,22.8356,127.3774,39.4571,151.4957,14.8113,0.9868,55.8015,119.0065,2.4472,1654.9349,29.8602,14.0481,25.2434,27.36,35.9817,1,Minor_Injury
5.1532,18.1791,16.7412,26.529,1.2219,1.2755,21.8485,7.9456,29.0138,18.8461,160.2149,32.5395,149.6604,17.9559,0.8974,80.7241,204.5956,2.4712,1467.5138,43.0512,9.7435,24.154,48.6999,35.2761,1,Minor_Injury
12.6498,26.6193,16.094,27.2131,1.4233,1.3208,23.4367,16.1073,47.7584,12.276,133.522,24.4212,149.4544,20.4998,0.851,37.1918,106.3406,2.435,2053.0594,27.0319,11.4471,17.3542,37.4024,34.6015,1,Minor_Injury
20.9472,31.9723,18.681,29.8631,1.2325,1.2092,16.9439,12.5564,40.8456,12.1441,140.2665,28.9037,144.5311,19.9365,0.8319,36.4728,83.1397,2.3846,1901.7915,53.4014,14.5024,37.3634,34.0004,26.1812,1,Minor_Injury
4.0,21.3728,17.8573,25.3737,1.1613,1.4296,29.3784,7.999,30.2927,25.742,191.5167,34.7479,148.5442,14.6612,0.974,46.4205,125.7221,2.9585,1761.601,23.2549,12.2645,22.3281,30.1323,42.6785,1,Minor_Injury
8.7296,23.9439,17.1019,23.5881,1.205,1.2519,29.5814,11.4025,49.3364,10.3614,155.2014,48.1706,153.0471,9.0973,0.8356,55.1419,155.4171,2.7765,1189.5848,18.7511,9.6097,20.7355,47.9843,29.1736,1,Minor_Injury
18.4867,35.5291,12.8886,19.4785,1.3417,1.3179,26.2439,11.3025,40.5606,17.6499,132.5877,34.38,146.6494,21.2188,0.7572,46.2736,101.843,3.0,2801.603,45.0586,17.2221,32.2199,38.4075,44.0201,1,Minor_Injury
21.4636,31.6665,15.9107,32.9159,1.2691,1.1898,17.3064,7.2942,42.2854,9.9865,151.0066,34.5102,152.9717,14.898,0.9224,67.4729,138.9056,2.8433,1594.0304,29.26,11.5223,31.9684,32.8872,27.4428,1,Minor_Injury
20.458,35.8243,11.5651,26.6304,1.3908,1.4524,30.9061,17.5528,41.331,15.6287,158.7107,40.8566,145.1456,19.3217,0.771,82.6514,198.1319,2.1593,2876.7895,18.5578,10.5513,32.2937,44.5304,38.5952,1,Minor_Injury
13.333,22.062,13.512,21.5679,1.3346,1.4823,19.6649,13.3503,37.0554,18.9555,153.0067,19.5884,153.0221,16.1343,0.9823,68.9902,180.4197,2.5755,853.6468,39.2849,5.8183,38.9261,44.3879,22.6833,1,Minor_Injury
7.2911,18.6975,5.596,11.7357,1.4253,1.3724,31.9483,14.5914,33.3096,15.9685,130.252,27.4868,144.6937,16.574,0.8574,34.9955,141.2324,2.7601,995.3564,45.2095,15.0616,43.2907,42.0053,53.5386,1,Minor_Injury
6.0364,14.481,14.6399,24.7245,1.0425,1.2642,16.5448,12.6975,53.1547,16.298,195.951,27.1418,139.3144,12.8784,0.8946,88.8766,158.2428,2.6385,1365.0191,31.8739,8.0969,39.9122,35.6706,44.7871,1,Minor_Injury
6.6304,24.5943,13.1534,24.2601,1.3614,1.1762,29.3369,10.9831,53.0256,14.0394,136.3711,40.4979,144.3853,13.7135,0.994,50.8757,98.4274,2.3526,2488.1991,15.6262,12.5808,37.6241,37.4509,46.7888,1,Minor_Injury
10.172,18.586,9.7233,26.7933,1.2711,1.3533,24.0568,4.5,25.7847,14.5443,150.9736,35.043,144.1836,24.3924,0.8793,76.7085,188.3644,2.5172,2183.0001,42.8456,10.3861,22.0866,20.7399,31.7366,1,Minor_Injury
7.9039,16.6145,12.2709,25.6168,1.1558,1.2761,33.9384,12.1017,47.6818,15.6542,125.7941,33.0262,145.9895,20.2164,0.8941,42.7215,148.5955,2.841,1521.9532,27.1191,13.6006,28.7694,41.4733,26.621,1,Minor_Injury
4.0,15.7079,10.7264,23.9601,1.4388,1.2388,22.213,15.5225,38.2783,17.4785,145.8491,41.0704,147.8492,25.0309,0.8171,61.3389,162.5216,2.9181,1632.4778,14.8022,7.6785,47.3012,49.0475,35.7676,1,Minor_Injury
14.1554,26.677,3.5,15.4658,1.2288,1.1555,23.1843,12.3222,40.2852,18.1491,124.296,48.5004,148.4707,20.7706,0.9423,60.2932,175.0324,2.6292,1608.6212,36.6367,9.2341,23.0276,41.1615,31.0075,1,Minor_Injury
14.3003,29.8756,9.7209,22.4784,1.2289,1.2808,18.3581,11.7193,48.5227,19.6498,177.4235,42.487,149.6204,19.3054,0.7733,48.2884,173.6669,2.9776,2907.8388,22.5068,15.1407,31.6288,36.0161,27.6868,1,Minor_Injury
7.232,13.5135,9.8735,19.8265,1.3174,1.2994,24.5065,9.5801,25.2586,16.4446,150.7893,33.1935,155.6186,14.3324,0.869,81.2295,157.4393,2.5906,2831.8043,33.6281,16.874,22.4915,44.0642,44.4255,1,Minor_Injury
4.0,13.6919,11.5811,18.0891,1.0975,1.3745,29.1574,9.8965,29.8213,12.4242,151.919,30.2272,146.1956,12.6694,0.8767,70.0735,183.9847,2.9085,1726.966,33.1102,9.9616,27.9458,28.4415,24.9482,1,Minor_Injury
5.0964,14.5798,17.4737,29.968,1.2935,1.2759,20.9949,13.3573,42.7971,18.3304,164.2086,38.2651,138.7462,15.3686,0.878,77.2634,170.2947,3.0,1882.9911,36.8634,12.372,16.3598,36.1354,45.8961,1,Minor_Injury
4.0,14.2163,14.5566,23.735,1.3624,1.1755,28.2449,5.2795,50.6007,10.4191,118.7249,40.4427,148.6224,21.5274,0.8572,43.0476,116.753,2.7695,2077.7436,42.959,11.321,45.7044,30.1072,48.4862,1,Minor_Injury
11.0522,25.1402,4.8632,17.3613,1.2764,1.3631,26.6484,13.8897,46.4533,17.0815,145.8718,28.6321,145.5062,18.9136,0.7696,73.7378,132.5632,2.7322,1991.5326,41.9152,16.9898,32.7021,26.1917,31.8941,1,Minor_Injury
14.1023,27.0787,14.8809,30.2503,1.3116,1.163,28.9116,11.6713,44.3739,8.6395,162.8432,18.0,145.3445,9.825,0.8873,67.843,144.9756,2.4859,1256.8334,14.0,14.2977,16.1006,29.5124,30.3439,1,Minor_Injury
9.8324,17.7209,6.8085,20.8602,1.1849,1.3253,19.251,12.2971,26.8894,18.0235,174.7684,57.3377,147.547,21.0469,0.8957,65.0385,176.0993,2.6277,2176.9257,29.4026,16.8301,29.7097,32.5648,39.278,1,Minor_Injury
11.6755,20.4335,8.7171,14.728,1.1479,1.3545,22.1137,11.1707,35.2676,6.1975,117.0961,44.4525,143.7636,8.9478,0.9066,49.1158,167.1677,2.5839,1370.9378,20.6791,13.7886,39.5408,45.6666,25.0047,1,Minor_Injury
4.0,15.5804,13.2816,27.5604,1.2075,1.3255,20.4266,11.4077,36.2975,12.9903,182.1194,38.6886,148.5038,21.1386,0.7514,56.8959,105.5846,2.24,1167.4336,29.2475,10.6936,51.121,16.0,33.3834,1,Minor_Injury
5.91,23.0582,19.111,29.6466,1.1429,1.2808,15.0776,15.2584,40.2787,10.6229,103.0665,35.4887,152.5432,24.1579,0.7973,80.8009,170.8029,2.6055,857.4884,24.9313,14.6384,33.3824,31.9124,36.981,1,Minor_Injury
12.3115,23.3321,10.8865,22.1767,1.3561,1.364,23.9839,10.959,34.768,11.1971,135.2338,18.0393,142.5836,16.1008,0.7864,48.9678,175.0958,2.5569,2187.2077,46.8168,16.2036,36.2346,36.089,26.1729,1,Minor_Injury
9.6034,22.0117,10.6305,21.1804,1.3454,1.1069,23.4467,15.9708,36.124,20.2724,131.9749,30.7987,154.5017,13.2981,0.9357,68.2978,125.5816,2.3402,1467.886,38.6418,6.4288,21.8971,36.3868,48.2271,1,Minor_Injury
9.5089,21.482,6.9031,17.0205,1.1738,1.1185,30.0407,14.8354,38.7743,20.9573,171.9256,28.4172,140.7647,21.1809,0.9759,60.3074,185.1012,2.7954,1284.4262,39.7755,9.8558,31.0821,46.8521,29.0525,1,Minor_Injury
6.6116,20.9559,11.0458,18.3144,1.1056,1.405,23.258,11.3082,38.8854,13.83,114.9484,35.0954,145.0755,13.2049,0.9181,60.8169,155.9528,2.9191,1396.1107,25.395,10.7699,26.0003,36.8159,21.1508,1,Minor_Injury
13.1308,25.8537,14.468,23.528,1.3373,1.1876,28.8093,14.9652,53.8163,13.8289,123.243,32.107,155.6134,9.2722,0.987,51.3708,124.329,2.5116,1506.5759,34.0734,15.8086,27.0269,21.9525,53.4003,1,Minor_Injury
4.0,20.1586,7.7767,18.8995,1.0777,1.3253,24.708,18.3519,43.5683,18.0144,164.0874,27.6061,143.5631,22.5259,0.7932,54.628,129.5848,2.6426,1018.0549,36.2253,11.0244,37.6337,35.1825,21.0852,1,Minor_Injury
11.0863,26.3274,9.2779,20.8258,1.3294,1.3983,20.7507,14.4006,37.1288,14.7156,150.3743,30.2241,155.958,16.7794,0.9366,72.266,118.8262,2.8125,2317.4096,20.6153,14.0571,39.6565,42.689,24.9803,1,Minor_Injury
5.7924,13.0701,14.6853,26.5876,1.157,1.3744,18.518,9.6596,45.0271,16.0352,144.8895,25.1679,150.2966,14.5299,0.8347,44.91,157.3861,2.4276,2960.7649,14.4093,7.088,43.9177,47.817,27.2289,1,Minor_Injury
4.0,13.0343,12.5072,24.716,1.501,1.3524,24.655,14.6531,44.6753,14.9378,106.1377,39.7956,149.3143,13.8555,0.89,71.5705,169.7135,2.7987,1762.0389,37.011,15.3351,25.4763,36.4054,36.1299,1,Minor_Injury
14.7975,29.8128,6.8939,21.0361,1.2272,1.1194,22.8316,17.6054,51.3121,16.3315,125.4097,48.9072,151.9255,13.3982,0.9528,67.4529,122.2619,2.4666,2358.4028,31.1856,16.7289,16.2018,52.637,35.5162,1,Minor_Injury
9.0841,16.0265,17.0112,29.7376,1.1375,1.236,23.9062,16.6776,28.2761,14.2207,120.0976,20.3304,141.9984,14.4405,0.8998,62.8477,155.0063,2.502,2651.5911,15.7337,14.5198,30.3978,37.1637,31.4155,1,Minor_Injury
9.5793,16.5905,8.5568,24.2991,1.3276,1.4017,25.1118,10.6171,46.4837,17.5333,107.7127,32.0612,151.9143,18.0156,0.8479,58.6014,111.8424,2.6014,1200.0576,54.8392,6.6169,27.5014,38.0981,43.8748,1,Minor_Injury
5.6974,17.3709,11.1934,25.3189,1.266,1.355,17.9965,9.5072,29.3518,11.9561,91.6995,39.3567,159.3252,18.1652,0.8468,41.4392,116.1445,2.5579,2223.1005,41.6975,8.4559,38.5257,47.4511,52.123,1,Minor_Injury
17.3004,24.6159,14.5763,29.5718,1.2211,1.2074,23.1501,7.7323,27.6738,20.7041,113.9784,42.0891,135.6337,20.3334,0.8233,31.2185,116.2628,2.5512,1646.58,35.5168,12.0381,37.176,31.7671,23.6294,1,Minor_Injury
17.0236,23.409,12.2155,25.9419,1.3073,1.384,25.3428,14.4768,37.3033,17.6688,145.4182,35.0179,145.3521,15.4425,0.7943,62.9291,165.069,2.7882,1058.8891,46.2474,11.3864,37.4066,29.2034,36.2778,1,Minor_Injury
10.0656,23.4978,13.8483,22.634,1.321,1.2792,27.2964,4.5,20.0,10.7853,120.1827,47.2573,140.2414,13.6585,0.7594,34.4076,91.999,2.7301,2473.1337,44.6033,12.5821,46.8903,39.8177,45.385,1,Minor_Injury
9.389,16.0711,6.9409,24.6828,1.3652,1.5419,23.2731,20.0569,39.7305,13.9782,140.1517,48.0967,142.3191,20.8087,0.8053,47.7513,164.7474,2.4586,1527.3625,44.7616,18.0909,37.8022,31.0892,30.4045,1,Minor_Injury
11.3717,20.0429,8.4602,17.5946,1.04,1.3059,20.6243,9.9348,31.6926,15.429,103.1263,36.7725,149.7551,16.1744,0.9296,84.1898,180.2526,2.6456,2085.7811,21.475,10.5461,31.5671,42.5133,52.3503,1,Minor_Injury
13.6907,27.1897,15.3589,30.7168,1.2402,1.4698,21.7794,16.1082,36.6955,17.2241,140.9559,34.5532,144.7357,23.5518,0.8073,46.2736,162.1565,2.6125,2916.5465,43.2896,5.0,26.9127,22.4101,26.4438,1,Minor_Injury
9.7915,18.7005,7.924,16.136,1.4226,1.1576,28.5284,16.5614,20.2926,13.0386,169.7203,24.4818,154.1897,17.4196,0.9687,54.5028,153.0869,2.617,1606.7693,37.5207,13.1191,35.143,30.6098,40.6907,1,Minor_Injury
5.7474,13.663,7.7903,16.2525,1.1762,1.346,23.9348,11.4915,40.4641,11.5339,153.395,36.2048,137.9817,21.9806,0.8855,53.9703,160.6035,2.5387,1768.8834,30.5563,15.8163,38.0723,31.3623,27.846,1,Minor_Injury
17.9085,30.876,12.0023,27.2794,1.3274,1.231,25.4415,6.4582,37.9837,9.5619,122.4264,27.8736,150.9625,16.8369,0.7529,64.1199,183.3575,3.0,1886.8604,28.5826,16.5229,43.0195,35.7233,29.7413,1,Minor_Injury
5.9853,23.7364,4.5767,11.6402,1.2262,1.3883,29.5873,13.9517,31.2928,7.7717,119.8764,24.8481,141.6668,16.7811,0.9048,56.8854,102.4991,2.4415,2377.1378,22.7878,13.9655,31.8742,33.4989,42.9673,1,Minor_Injury
13.9105,31.8855,13.1981,22.3011,1.2768,1.3209,25.0362,11.8671,39.8023,14.6442,127.3775,56.0449,151.369,13.0931,0.7977,40.248,166.4758,2.7123,1478.1891,19.9211,12.3209,17.7678,38.9132,41.14,1,Minor_Injury
17.8066,26.8073,10.3228,21.3274,1.3226,1.2437,24.5015,8.8741,42.4876,12.4522,140.4492,42.0226,151.7446,17.4009,0.8802,82.9188,186.5034,2.5736,1335.7379,32.9209,10.598,43.3747,37.9688,27.9425,1,Minor_Injury
12.856,23.251,10.7537,23.9723,1.0676,1.4435,23.5404,15.7229,39.7958,15.4718,102.0956,34.7853,155.1696,17.755,0.9442,75.6408,142.2493,2.8204,1577.4492,31.5333,19.8419,37.3757,31.2112,35.5808,1,Minor_Injury
4.0,12.0615,17.4473,26.7919,1.1902,1.2364,26.8675,7.042,30.3782,16.8726,145.713,40.1323,142.2778,13.0978,0.9845,67.0536,119.0435,2.8104,2567.0126,14.5493,11.7274,20.0059,23.6082,43.7026,1,Minor_Injury
6.1726,13.1677,13.493,27.1943,1.3195,1.2826,15.8632,9.3763,20.0,15.708,157.9732,26.6228,150.5132,19.4376,0.9932,64.9499,143.4618,2.4723,1600.0368,53.0975,6.7751,29.5778,34.8731,34.6345,1,Minor_Injury
7.7343,18.8218,8.2756,18.6019,1.2415,1.4613,29.6693,13.3018,36.4147,16.5752,133.6645,48.7469,145.8649,17.1115,0.8718,40.1974,144.2445,2.5153,1337.1038,41.5308,7.3317,41.5202,32.0089,31.5029,1,Minor_Injury
4.0,10.4208,15.4443,21.8914,1.3327,1.2143,15.1375,4.7707,53.736,15.9456,132.0561,32.0887,135.52,20.2895,0.8606,56.1921,153.9158,3.0,2666.7142,36.9186,13.5715,48.5953,41.8703,38.3736,1,Minor_Injury
6.7818,23.4871,13.0554,19.4248,1.3131,1.3858,15.6671,19.1906,33.8707,14.4397,126.7522,56.5866,148.4524,13.6706,0.9345,65.8194,145.6244,2.6839,1296.0894,29.3173,5.4642,20.0844,49.5572,49.7729,1,Minor_Injury
5.0157,22.6713,15.7309,23.1452,1.3088,1.3454,27.6051,12.0981,53.0934,20.3944,125.9139,41.4869,151.3415,16.3311,0.9752,51.2481,131.0843,2.6192,1741.9184,36.4716,17.4039,54.8001,32.0503,33.0119,1,Minor_Injury
7.5514,18.4611,17.6364,26.6847,1.2729,1.3825,35.564,15.845,38.5457,11.9383,115.8428,30.2584,150.9314,18.6565,0.8509,57.0418,176.0927,2.4416,2062.7545,37.6378,18.1925,34.1244,33.1048,26.7582,1,Minor_Injury
10.5419,20.0309,8.2394,21.6166,1.3293,1.3441,15.4821,12.9409,60.2298,20.2577,136.5955,40.7336,138.5045,11.3291,0.9899,88.4378,197.2568,2.5877,2022.1126,18.6671,12.2867,40.7181,39.3247,36.639,1,Minor_Injury
8.9397,20.1251,11.8229,24.2887,1.4352,1.0853,20.051,12.3568,37.8282,19.5256,106.9589,37.0861,143.5307,18.8281,0.9772,49.4911,109.9193,2.539,1907.9999,42.9653,10.406,24.1811,40.601,34.7075,1,Minor_Injury
9.3519,16.2064,5.1579,20.7421,1.3114,1.1787,24.6794,11.898,53.0934,14.8149,130.8974,31.2492,139.6273,16.5583,0.9955,58.1538,156.4032,2.4968,2872.6548,38.5529,13.0009,23.0154,38.0225,33.8267,1,Minor_Injury
4.0,10.1339,10.0007,18.9086,1.1199,1.3779,29.0402,12.5818,32.0846,21.8581,120.9926,18.0,149.7503,12.5285,0.841,53.1838,150.0774,2.7578,1085.1276,28.6236,12.2352,45.838,31.0621,29.6495,1,Minor_Injury
4.0,16.9553,18.2197,34.7456,1.2156,1.42,23.2676,11.5255,48.1097,23.8736,142.5219,38.3984,140.4816,19.7574,0.9376,67.0726,116.1412,2.4752,2647.1133,27.0365,14.8969,26.2989,44.9722,51.0808,1,Minor_Injury
20.6579,31.8622,11.4474,19.8746,1.3348,1.1894,20.1981,14.5774,39.0245,17.8385,155.7809,38.837,144.4062,18.5428,0.805,74.2803,148.0899,2.5378,1621.5162,35.919,10.7676,22.856,22.9143,25.5021,1,Minor_Injury
11.0548,21.5236,10.4764,25.7931,1.4015,1.4267,20.8905,13.6193,43.1548,18.8664,151.4284,36.4931,141.2735,20.384,0.8574,31.981,158.1252,2.6484,1964.6532,27.026,10.8956,32.0542,24.3476,36.2514,1,Minor_Injury
14.3614,27.2608,12.5302,29.2094,1.1948,1.5478,22.9835,16.5705,35.7903,18.3384,176.7043,36.6679,133.0,17.5821,0.9065,44.2166,136.5444,2.8107,1353.7497,37.9079,13.9363,42.932,34.9135,38.6524,1,Minor_Injury
12.0578,22.4812,19.0375,25.8276,1.3559,1.5066,26.1109,11.6125,35.2159,8.1277,143.3002,35.8125,145.9141,20.3053,0.7702,65.7972,154.4577,2.3554,1575.458,35.3194,15.4642,26.8554,45.5457,20.7886,1,Minor_Injury
14.99,27.1626,9.4515,22.5166,1.2913,1.4265,15.6826,18.633,20.0,12.4249,151.7374,39.6538,148.3123,16.7493,0.9648,68.1974,136.5646,2.6304,2131.5384,49.0527,9.7349,38.2353,33.8722,45.7143,1,Minor_Injury
4.3866,19.6884,10.3285,21.5255,1.2349,1.2668,16.515,16.3032,29.9069,10.4016,135.7954,36.3056,142.6791,20.6816,0.7702,87.4192,179.7698,2.5113,1506.7741,42.0177,6.2462,58.0249,41.9546,32.3332,1,Minor_Injury
8.428,19.1166,14.7459,32.1047,1.308,1.1491,21.5424,18.2676,39.5466,16.0053,201.507,23.8053,151.7786,24.9879,0.9697,39.7323,102.9086,2.4736,1961.7315,41.5864,16.4233,46.1267,35.4942,45.7425,1,Minor_Injury
4.0,16.769,15.9583,28.3547,1.2564,1.1643,21.6936,12.0244,40.188,17.3835,132.5334,41.2167,148.1845,8.0,0.9189,72.3966,151.2163,2.6863,1788.5687,35.4883,5.0,21.705,27.4413,36.947,1,Minor_Injury
14.1641,29.7494,10.149,27.4913,1.0857,1.3666,33.0937,14.8226,40.6384,17.1366,168.4671,28.0064,146.3289,15.4629,0.8516,52.0154,165.21,2.4915,2104.3708,35.3915,14.3316,24.7947,33.6787,36.728,1,Minor_Injury
5.4512,17.8394,4.1017,13.3137,1.2067,1.3773,23.1248,11.9569,20.0,18.7897,114.3154,31.8144,140.5813,10.5682,0.9045,39.8073,161.7263,2.9236,794.1427,53.9694,13.978,33.2311,33.3065,16.599,1,Minor_Injury
15.7015,30.901,10.998,21.3441,1.1803,1.3253,24.3983,17.616,46.7713,10.319,130.124,39.6313,146.614,15.4517,0.8924,86.6388,168.9796,2.6833,1316.5738,40.2408,17.5184,19.6043,33.425,45.2799,1,Minor_Injury
5.4842,19.6307,7.7487,20.5071,1.1805,1.1844,25.1437,14.7234,36.0857,23.6004,159.2303,31.9498,137.4451,23.4374,0.8539,54.5428,179.7019,2.8116,2036.3294,24.263,8.4137,39.2978,43.0321,30.5829,1,Minor_Injury
4.0,20.12,12.3812,26.9973,1.2444,1.3297,23.9668,14.8997,41.5029,15.763,129.6694,35.6503,149.9075,18.7036,0.9489,80.9954,210.1617,2.8054,1895.8402,27.8345,15.5926,19.7042,27.8894,38.0226,1,Minor_Injury
12.9367,22.8618,10.4467,22.3034,1.3809,1.1022,25.5613,13.3339,39.3665,15.7752,133.2879,32.3755,152.8137,23.1932,0.761,44.176,125.9153,2.7704,1321.7294,51.6006,9.983,31.1252,46.6193,30.2579,1,Minor_Injury
7.0588,16.2636,13.0417,24.3234,1.2771,1.4426,25.0289,9.5338,39.3564,10.0355,145.0433,35.6548,136.3911,16.147,0.8077,54.435,135.6338,2.6658,2061.5975,27.8395,5.0,28.6587,43.3586,31.5176,1,Minor_Injury
9.2842,26.7136,15.2044,21.5029,1.3127,1.2591,18.2826,9.2026,46.0299,9.3229,173.1871,31.351,148.8572,20.6577,0.8011,62.4406,120.1816,2.6886,1822.5835,25.8897,8.7633,23.2,45.0686,38.5813,1,Minor_Injury
6.1409,23.5083,13.6281,23.7358,1.4063,1.2291,14.0665,15.3907,52.4665,17.0711,114.9205,34.0089,140.2889,20.3928,0.8582,54.8173,109.6818,2.4011,1548.5121,35.6792,12.5782,23.1201,40.7016,34.5611,1,Minor_Injury
